title,year,rating,rank,genres,plot,directors,actors,release_date,running_time_secs,image_url
The Blues Brothers,1980,7.9,1153,"['Action', 'Comedy', 'Crime', 'Music']","Jake Blues, just out from prison, puts together his old band to save the Catholic home where he and brother Elwood were raised.",['John Landis'],"['John Belushi', 'Dan Aykroyd', 'Cab Calloway']",1980-06-16,7980,http://ia.media-imdb.com/images/M/MV5BMTM4MjYwMTk5M15BMl5BanBnXkFtZTYwNTQzMTI5._V1_SX400_.jpg
The Boat That Rocked,2009,7.3,1587,"['Comedy', 'Drama', 'Music']",A period comedy about an illegal radio station in the North Sea in the 1960s.,['Richard Curtis'],"['Philip Seymour Hoffman', 'Bill Nighy', 'Nick Frost']",2009-04-01,8100,http://ia.media-imdb.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_SX400_.jpg
The Bodyguard,1992,5.8,2690,"['Drama', 'Music', 'Romance', 'Thriller']","A former Secret Service agent takes on the job of bodyguard to a pop singer, whose lifestyle is most unlike a President's.",['Mick Jackson'],"['Kevin Costner', 'Whitney Houston', 'Gary Kemp']",1992-11-25,7740,http://ia.media-imdb.com/images/M/MV5BMTYxMTc4NDc2N15BMl5BanBnXkFtZTYwNTYxMzA5._V1_SX400_.jpg
The Bone Collector,1999,6.5,2698,"['Crime', 'Drama', 'Mystery', 'Thriller']",Denzel Washington plays a quadriplegic homicide detective. He and his female partner track down a serial killer.,['Phillip Noyce'],"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",1999-08-29,7080,http://ia.media-imdb.com/images/M/MV5BMTM2NDQ1OTc5N15BMl5BanBnXkFtZTcwNzcyNjkxMQ@@._V1_SX400_.jpg
The Book Thief,2013,0.0,460,"['Drama', 'War']","While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",['Brian Percival'],"['Sophie Nélisse', 'Geoffrey Rush', 'Emily Watson']",2013-10-03,7500,http://ia.media-imdb.com/images/M/MV5BMjU5NzU2NTI5OV5BMl5BanBnXkFtZTgwOTU0ODEyMDE@._V1_SX400_.jpg
The Book of Eli,2010,6.8,611,"['Action', 'Adventure', 'Drama', 'Thriller']","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.","['Albert Hughes', 'Allen Hughes']","['Denzel Washington', 'Mila Kunis', 'Ray Stevenson']",2010-01-11,7080,http://ia.media-imdb.com/images/M/MV5BMTgwNTY1MjIzMF5BMl5BanBnXkFtZTcwMjE3NTUwMw@@._V1_SX400_.jpg
The Boondock Saints,1999,7.8,564,"['Action', 'Crime', 'Thriller']",Fraternal twins set out to rid Boston of the evil men operating there while being tracked down by an FBI agent.,['Troy Duffy'],"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus']",1999-08-04,6480,http://ia.media-imdb.com/images/M/MV5BMTIzODA2NTUyM15BMl5BanBnXkFtZTYwODQ2Mjk4._V1_SX400_.jpg
The Boondock Saints II: All Saints Day,2009,6.2,1779,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",['Troy Duffy'],"['Sean Patrick Flanery', 'Norman Reedus', 'Billy Connolly']",2009-10-19,7080,http://ia.media-imdb.com/images/M/MV5BMTY4MDMxNzM2M15BMl5BanBnXkFtZTcwNjk5MzU5Mg@@._V1_SX400_.jpg
The Borrowers,1997,5.7,3579,"['Comedy', 'Family', 'Fantasy']",A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,['Peter Hewitt'],"['John Goodman', 'Jim Broadbent', 'Mark Williams']",1997-12-05,5340,http://ia.media-imdb.com/images/M/MV5BMTg0MTI2NDY0N15BMl5BanBnXkFtZTcwNzk3NjQyMQ@@._V1_SX400_.jpg
The Bounty,1984,6.9,3697,"['Action', 'Adventure', 'Drama', 'History']",,['Roger Donaldson'],"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier']",1984-05-04,7920,http://ia.media-imdb.com/images/M/MV5BMTM2NzI4NzY3OF5BMl5BanBnXkFtZTcwNzEwNTcyNA@@._V1_SX400_.jpg
The Bounty Hunter,2010,5.3,2020,"['Action', 'Comedy', 'Romance']","A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",['Andy Tennant'],"['Jennifer Aniston', 'Gerard Butler', 'Gio Perez']",2010-03-17,6600,http://ia.media-imdb.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX400_.jpg
The Bourne Identity,2002,7.9,979,"['Action', 'Mystery', 'Thriller']","A man is picked up by a fishing boat, bullet-riddled and without memory, then races to elude assassins and recover from amnesia.",['Doug Liman'],"['Franka Potente', 'Matt Damon', 'Chris Cooper']",2002-06-06,7140,http://ia.media-imdb.com/images/M/MV5BMTQ3MDA4MDIyN15BMl5BanBnXkFtZTYwOTg0Njk4._V1_SX400_.jpg
The Bourne Legacy,2012,6.7,501,"['Action', 'Adventure', 'Mystery', 'Thriller']","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",['Tony Gilroy'],"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']",2012-07-30,8100,http://ia.media-imdb.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX400_.jpg
The Bourne Supremacy,2004,7.7,998,"['Action', 'Crime', 'Thriller']",When Jason Bourne is framed for a botched CIA operation he is forced to take up his former life as a trained assassin to survive.,['Paul Greengrass'],"['Matt Damon', 'Franka Potente', 'Joan Allen']",2004-07-15,6480,http://ia.media-imdb.com/images/M/MV5BMTAxODk0MjEyMjZeQTJeQWpwZ15BbWU2MDgzMzExNw@@._V1_SX400_.jpg
The Bourne Ultimatum,2007,8.1,588,"['Action', 'Crime', 'Thriller']",Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,['Paul Greengrass'],"['Matt Damon', 'Édgar Ramírez', 'Joan Allen']",2007-07-25,6900,http://ia.media-imdb.com/images/M/MV5BMTgzNjMwOTM3N15BMl5BanBnXkFtZTcwMzA5MDY0MQ@@._V1_SX400_.jpg
The Box,2009,5.6,2292,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']","A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know.",['Richard Kelly'],"['Cameron Diaz', 'James Marsden', 'Frank Langella']",2009-09-17,6900,http://ia.media-imdb.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@._V1_SX400_.jpg
The Boxtrolls,2014,0.0,4563,"['Animation', 'Adventure', 'Family']",A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator. Based on the children's novel 'Here Be Monsters' by Alan Snow.,"['Graham Annable', 'Anthony Stacchi']","['Toni Collette', 'Simon Pegg', 'Elle Fanning']",2014-09-12,0,http://ia.media-imdb.com/images/M/MV5BMTM5OTUxNTc4NF5BMl5BanBnXkFtZTcwMzI5Nzk3OQ@@._V1_SX400_.jpg
The Boy in the Striped Pyjamas,2008,7.7,1015,"['Drama', 'History', 'War']","Set during World War II, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",['Mark Herman'],"['Asa Butterfield', 'David Thewlis', 'Rupert Friend']",2008-08-28,5640,http://ia.media-imdb.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_SX400_.jpg
The Brady Bunch Movie,1995,5.6,4809,['Comedy'],"The original '70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",['Betty Thomas'],"['Shelley Long', 'Gary Cole', 'Christine Taylor']",1995-02-17,5400,http://ia.media-imdb.com/images/M/MV5BMTEwNjU1NjMyNDBeQTJeQWpwZ15BbWU3MDQ4NDUwMjE@._V1_SX400_.jpg
The Brass Teapot,2012,6.2,1187,"['Comedy', 'Fantasy', 'Thriller']","When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",['Ramaa Mosley'],"['Juno Temple', 'Michael Angarano', 'Alexis Bledel']",2012-09-08,6060,http://ia.media-imdb.com/images/M/MV5BMTEyNDIxOTE3NDheQTJeQWpwZ15BbWU3MDI0ODE5OTg@._V1_SX400_.jpg
The Brave One,2007,6.7,3544,"['Crime', 'Drama', 'Thriller']",A woman struggles to recover from a brutal attack by setting out on a mission for revenge.,['Neil Jordan'],"['Jodie Foster', 'Terrence Howard', 'Naveen Andrews']",2007-09-06,7320,http://ia.media-imdb.com/images/M/MV5BMTA4OTA4Njk4MDdeQTJeQWpwZ15BbWU3MDc0NDY1MzM@._V1_SX400_.jpg
The Break-Up,2006,5.7,1641,"['Comedy', 'Drama', 'Romance']","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",['Peyton Reed'],"['Jennifer Aniston', 'Vince Vaughn', 'Jon Favreau']",2006-06-01,6360,http://ia.media-imdb.com/images/M/MV5BMTQ4OTcwNDUxMV5BMl5BanBnXkFtZTYwMTAxNDY3._V1_SX400_.jpg
The Breakfast Club,1985,7.9,120,"['Comedy', 'Drama']","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",['John Hughes'],"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald']",1985-02-07,5820,http://ia.media-imdb.com/images/M/MV5BMzYyNTQ1Nzk2M15BMl5BanBnXkFtZTcwODk0NTQyMQ@@._V1_SX400_.jpg
The Bridge on the River Kwai,1957,8.3,2276,"['Adventure', 'Drama', 'War']","After settling his differences with a Japanese PoW camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.",['David Lean'],"['William Holden', 'Alec Guinness', 'Jack Hawkins']",1957-10-02,9660,http://ia.media-imdb.com/images/M/MV5BMTc2NzA0NTEwNF5BMl5BanBnXkFtZTcwMzA0MTk3OA@@._V1_SX400_.jpg
The Bridges of Madison County,1995,7.3,3020,"['Drama', 'Romance']","Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",['Clint Eastwood'],"['Clint Eastwood', 'Meryl Streep', 'Annie Corley']",1995-06-02,8100,http://ia.media-imdb.com/images/M/MV5BMTI0MDkxMzA2NF5BMl5BanBnXkFtZTYwNjIxMDI5._V1_SX400_.jpg
The Broken Circle Breakdown,2012,7.6,2542,['Drama'],"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",['Felix Van Groeningen'],"['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse']",2012-10-10,6660,http://ia.media-imdb.com/images/M/MV5BMTQzMzg2Nzg2MF5BMl5BanBnXkFtZTgwNjUzNzIzMDE@._V1_SX400_.jpg
The Brothers Bloom,2008,6.8,3191,"['Adventure', 'Comedy', 'Drama', 'Romance']","The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",['Rian Johnson'],"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo']",2008-09-09,6840,http://ia.media-imdb.com/images/M/MV5BMTM3NTY3MDI2NF5BMl5BanBnXkFtZTcwNjUwNTU4MQ@@._V1_SX400_.jpg
The Brothers Grimm,2005,5.9,1664,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Thriller']",Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,['Terry Gilliam'],"['Matt Damon', 'Heath Ledger', 'Monica Bellucci']",2005-08-26,7080,http://ia.media-imdb.com/images/M/MV5BMTk0OTY1NTc2M15BMl5BanBnXkFtZTcwMDkyNzEzMQ@@._V1_SX400_.jpg
The Brown Bunny,2003,4.8,3706,['Drama'],"Professional motorcycle racer Bud Clay heads from New Hampshire to California to race again. Along the way he meets various needy women who provide him with the cure to his own loneliness, but only a certain woman from his past will truly satisfy him.",['Vincent Gallo'],"['Vincent Gallo', 'Chloë Sevigny', 'Cheryl Tiegs']",2003-05-21,5580,http://ia.media-imdb.com/images/M/MV5BMTU2MzQ5NjMyNV5BMl5BanBnXkFtZTcwODYyODYyMQ@@._V1_SX400_.jpg
The Brøken,2008,5.4,4392,"['Drama', 'Horror', 'Thriller']",,['Sean Ellis'],"['Lena Headey', 'Ulrich Thomsen', 'Melvil Poupaud']",2008-01-18,5580,http://ia.media-imdb.com/images/M/MV5BNTc2MzM0MDI1Ml5BMl5BanBnXkFtZTcwMTA4MDYyMg@@._V1_SX400_.jpg
The Bucket List,2007,7.3,1801,"['Adventure', 'Comedy', 'Drama']",Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,['Rob Reiner'],"['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes']",2007-12-16,5820,http://ia.media-imdb.com/images/M/MV5BMTY2NTUyMjIyNF5BMl5BanBnXkFtZTYwNzYwMDM4._V1_SX400_.jpg
The Burning Plain,2008,6.7,3575,"['Crime', 'Drama', 'Romance']",A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.,['Guillermo Arriaga'],"['Charlize Theron', 'John Corbett', 'José María Yazpik']",2008-08-29,6420,http://ia.media-imdb.com/images/M/MV5BMTk4MzEzNzQ2Ml5BMl5BanBnXkFtZTcwNTYyNjU3Mg@@._V1_SX400_.jpg
The Butler,2013,6.6,56,"['Biography', 'Drama']","As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",['Lee Daniels'],"['Forest Whitaker', 'Oprah Winfrey', 'John Cusack']",2013-08-05,7920,http://ia.media-imdb.com/images/M/MV5BMjM2NDY3MjkyMF5BMl5BanBnXkFtZTcwMDM5Nzg5OQ@@._V1_SX400_.jpg
The Butterfly Effect,2004,7.6,687,"['Sci-Fi', 'Thriller']","A young man blocks out harmful memories of significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life.","['Eric Bress', 'J. Mackye Gruber']","['Ashton Kutcher', 'Amy Smart', 'Melora Walters']",2004-01-22,6780,http://ia.media-imdb.com/images/M/MV5BMTI1ODkxNzg2N15BMl5BanBnXkFtZTYwMzQ2MTg2._V1_SX400_.jpg
The Butterfly Effect 2,2006,4.4,4373,"['Drama', 'Sci-Fi', 'Thriller']",A brain tumor allows a person to change the past by reflecting at relevant pictures.,['John R. Leonetti'],"['Eric Lively', 'Erica Durance', 'Dustin Milligan']",2006-08-10,5520,http://ia.media-imdb.com/images/M/MV5BMTI0ODA0ODYwOV5BMl5BanBnXkFtZTcwMDM0MjczMQ@@._V1_SX400_.jpg
The Butterfly Effect 3: Revelations,2009,5.5,4446,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']",A young man with the power to time travel attempts to solve the mystery of his girlfriend's death.,['Seth Grossman'],"['Chris Carmack', 'Rachel Miner', 'Melissa Jones']",2009-01-09,5400,http://ia.media-imdb.com/images/M/MV5BMTcwNTk4NTk2NV5BMl5BanBnXkFtZTcwODMxNjQyMw@@._V1_SX400_.jpg
The Cabin in the Woods,2012,7.1,188,"['Horror', 'Mystery', 'Thriller']","Five friends go for a break at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",['Drew Goddard'],"['Kristen Connolly', 'Chris Hemsworth', 'Anna Hutchison']",2012-03-09,5700,http://ia.media-imdb.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SX400_.jpg
The Cable Guy,1996,5.9,3014,"['Comedy', 'Drama', 'Thriller']","A lonely and disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.",['Ben Stiller'],"['Jim Carrey', 'Matthew Broderick', 'Leslie Mann']",1996-06-10,5760,http://ia.media-imdb.com/images/M/MV5BMTIwODI4OTA5NF5BMl5BanBnXkFtZTcwMzQ5MDYyMQ@@._V1_SX400_.jpg
The Call,2013,6.6,115,"['Crime', 'Thriller']","When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",['Brad Anderson'],"['Halle Berry', 'Evie Thompson', 'Abigail Breslin']",2013-03-14,5640,http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX400_.jpg
The Caller,2011,5.9,3775,"['Horror', 'Mystery', 'Thriller']",,['Matthew Parkhill'],"['Rachelle Lefevre', 'Stephen Moyer', 'Lorna Raver']",2011-04-15,5520,http://ia.media-imdb.com/images/M/MV5BMzQxNzY3ODA5Ml5BMl5BanBnXkFtZTcwNDQ4NTgxNg@@._V1_SX400_.jpg
The Campaign,2012,6.1,691,['Comedy'],"In order to gain influence over their North Carolina district, two CEOs seize an opportunity to oust long-term congressman Cam Brady by putting up a rival candidate. Their man: naive Marty Huggins, director of the local Tourism Center.",['Jay Roach'],"['Will Ferrell', 'Zach Galifianakis', 'Jason Sudeikis']",2012-08-04,5100,http://ia.media-imdb.com/images/M/MV5BMTY0NjI3MzM2Nl5BMl5BanBnXkFtZTcwNDgxNjA5Nw@@._V1_SX400_.jpg
The Cannonball Run,1981,5.9,4133,"['Action', 'Comedy']",A wide variety of eccentric competitors participate in a wild and illegal cross-country car race.,['Hal Needham'],"['Burt Reynolds', 'Roger Moore', 'Farrah Fawcett']",1981-06-19,5700,http://ia.media-imdb.com/images/M/MV5BMTMwNzYwMDg1NV5BMl5BanBnXkFtZTcwNzY2NjUxMQ@@._V1_SX400_.jpg
The Canyons,2013,4.2,665,"['Drama', 'Thriller']","When Christian, an LA trust-fund kid with casual ties to Hollywood, learns of a secret affair between Tara and the lead of his film project, Ryan, he spirals out of control, and his cruel mind games escalate into an act of bloody violence.",['Paul Schrader'],"['Lindsay Lohan', 'James Deen', 'Nolan Gerard Funk']",2013-07-29,5940,http://ia.media-imdb.com/images/M/MV5BMTYzMzk5ODM5OV5BMl5BanBnXkFtZTcwOTE0NzI5OQ@@._V1_SX400_.jpg
The Captive,2014,0.0,4760,['Thriller'],A father tries to track down his kidnapped daughter.,['Atom Egoyan'],"['Ryan Reynolds', 'Scott Speedman', 'Rosario Dawson']",NaT,6720,
The Cave,2005,4.9,3373,"['Action', 'Adventure', 'Horror', 'Thriller']",Bloodthirsty creatures await a pack of divers who become trapped in an underwater cave network.,['Bruce Hunt'],"['Piper Perabo', 'Morris Chestnut', 'Cole Hauser']",2005-08-26,5820,http://ia.media-imdb.com/images/M/MV5BMTI4MTQ1NjQ2Ml5BMl5BanBnXkFtZTcwNTkzMTMzMQ@@._V1_SX400_.jpg
The Cell,2000,6.2,2017,"['Sci-Fi', 'Thriller']","An FBI agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",['Tarsem Singh'],"['Jennifer Lopez', 'Vince Vaughn', ""Vincent D'Onofrio""]",2000-08-17,6420,http://ia.media-imdb.com/images/M/MV5BMTU2ODAyMTYxMl5BMl5BanBnXkFtZTYwODcxOTU5._V1_SX400_.jpg
The Change-Up,2011,6.3,463,['Comedy'],"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes and they switch bodies.",['David Dobkin'],"['Jason Bateman', 'Ryan Reynolds', 'Olivia Wilde']",2011-08-05,6720,http://ia.media-imdb.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX400_.jpg
The Changeling,1980,7.2,4584,"['Horror', 'Thriller']","A man staying at a secluded historical mansion, finds his life being haunted by the presence of a spectre.",['Peter Medak'],"['George C. Scott', 'Trish Van Devere', 'Melvyn Douglas']",1980-03-28,6420,http://ia.media-imdb.com/images/M/MV5BMTczMTk4MTA0OF5BMl5BanBnXkFtZTcwMzU2MTgxMQ@@._V1_SX400_.jpg
The Cheap Detective,1978,6.3,3374,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']","San Francisco, 1940, detectives, dames, documents, Nazis, and a treasure.",['Robert Moore'],"['Peter Falk', 'Ann-Margret', 'Eileen Brennan']",1978-06-09,5520,http://ia.media-imdb.com/images/M/MV5BMTYwNjgyMTcyMl5BMl5BanBnXkFtZTYwMzgwMjk5._V1_SX400_.jpg
The Chronicles of Narnia: Prince Caspian,2008,6.6,1662,"['Action', 'Adventure', 'Family', 'Fantasy']","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",['Andrew Adamson'],"['Ben Barnes', 'Skandar Keynes', 'Georgie Henley']",2008-05-09,9000,http://ia.media-imdb.com/images/M/MV5BMTIwOTA4NTE4Ml5BMl5BanBnXkFtZTcwOTI2NTg1MQ@@._V1_SX400_.jpg
